GENEID,M,BS,V,cluster
LOC_Os01g22900,0.591194894,0.563394083,-1.154588977,CBS&M
LOC_Os01g24440,0.920050454,0.144234958,-1.064285412,CBS&M
LOC_Os01g25010,0.74144477,0.395890124,-1.137334894,CBS&M
LOC_Os01g25065,0.807211468,0.31145177,-1.118663238,CBS&M
LOC_Os01g25386,0.675271066,0.473540614,-1.148811679,CBS&M
LOC_Os01g25820,0.750441976,0.38479719,-1.135239166,CBS&M
LOC_Os01g25920,0.840798506,0.265015516,-1.105814021,CBS&M
LOC_Os01g25990,0.687735527,0.45941605,-1.147151576,CBS&M
LOC_Os01g26039,0.904273426,0.169729171,-1.074002597,CBS&M
LOC_Os01g31690,0.629347295,0.523742411,-1.153089706,CBS&M
LOC_Os01g31940,-0.012125871,1.006007795,-0.993881924,CBS&M
LOC_Os01g32830,0.896548176,0.181925108,-1.078473284,CBS&M
LOC_Os01g34060,0.749101263,0.386458878,-1.135560141,CBS&M
LOC_Os01g36720,0.27315086,0.835042528,-1.108193388,CBS&M
LOC_Os01g37040,0.445735449,0.699623431,-1.14535888,CBS&M
LOC_Os01g37130,0.77517891,0.353573984,-1.128752894,CBS&M
LOC_Os01g39110,0.5266893,0.626570394,-1.153259694,CBS&M
LOC_Os01g39960,0.76943225,0.360924881,-1.130357131,CBS&M
LOC_Os01g40094,0.831842241,0.277641324,-1.109483565,CBS&M
LOC_Os01g40310,0.793299625,0.329990937,-1.123290562,CBS&M
LOC_Os01g40630,0.55477821,0.599631906,-1.154410116,CBS&M
LOC_Os01g40710,0.758258956,0.375047236,-1.133306192,CBS&M
LOC_Os01g41710,0.703561223,0.441157724,-1.144718947,CBS&M
LOC_Os01g43070,0.761231317,0.371311972,-1.132543289,CBS&M
LOC_Os01g43090,0.499508427,0.651837988,-1.151346415,CBS&M
LOC_Os01g43100,0.877059952,0.211911705,-1.088971657,CBS&M
LOC_Os01g43150,0.8244225,0.287964197,-1.112386697,CBS&M
LOC_Os01g44210,0.63607334,0.516563852,-1.152637191,CBS&M
LOC_Os01g45750,0.552985559,0.601376931,-1.15436249,CBS&M
LOC_Os01g46720,0.886133479,0.198085031,-1.08421851,CBS&M
LOC_Os01g47190,0.622404234,0.531092207,-1.15349644,CBS&M
LOC_Os01g47340,0.779252352,0.34832662,-1.127578972,CBS&M
LOC_Os01g47630,0.716854804,0.425530117,-1.142384921,CBS&M
LOC_Os01g48830,0.837692947,0.269414301,-1.107107249,CBS&M
LOC_Os01g48990,0.802611336,0.317624984,-1.12023632,CBS&M
LOC_Os01g49740,0.826860041,0.284586351,-1.111446392,CBS&M
LOC_Os01g50050,0.407328548,0.732050742,-1.13937929,CBS&M
LOC_Os01g50460,0.66713562,0.482641446,-1.149777065,CBS&M
LOC_Os01g50760,-0.060353915,1.02881005,-0.968456135,CBS&M
LOC_Os01g51410,0.79806444,0.323684781,-1.12174922,CBS&M
LOC_Os01g51754,0.391490133,0.745026748,-1.136516881,CBS&M
LOC_Os01g52170,0.775737945,0.35285566,-1.128593605,CBS&M
LOC_Os01g52240,0.900271729,0.176069461,-1.07634119,CBS&M
LOC_Os01g52500,0.084488524,0.955075279,-1.039563803,CBS&M
LOC_Os01g52640,0.845032801,0.25898171,-1.104014511,CBS&M
LOC_Os01g53020,0.765823986,0.365509824,-1.13133381,CBS&M
LOC_Os01g53060,0.838488344,0.268289807,-1.106778151,CBS&M
LOC_Os01g53330,0.924092654,0.137569864,-1.061662517,CBS&M
LOC_Os01g54540,0.917949888,0.147676524,-1.065626411,CBS&M
LOC_Os01g55570,0.839802777,0.266428322,-1.106231099,CBS&M
LOC_Os01g55670,0.879971807,0.207499398,-1.087471204,CBS&M
LOC_Os01g56420,0.611078692,0.54295174,-1.154030433,CBS&M
LOC_Os01g56680,0.662287481,0.488021365,-1.150308846,CBS&M
LOC_Os01g56890,0.782024849,0.344737433,-1.126762281,CBS&M
LOC_Os01g57942,0.801879697,0.318602863,-1.12048256,CBS&M
LOC_Os01g57945,0.823438236,0.289324464,-1.1127627,CBS&M
LOC_Os01g57962,0.906373631,0.166381688,-1.072755319,CBS&M
LOC_Os01g57966,0.762020279,0.370317899,-1.132338178,CBS&M
LOC_Os01g57968,0.577350269,0.577350269,-1.154700538,CBS&M
LOC_Os01g58000,0.420608767,0.720993742,-1.141602509,CBS&M
LOC_Os01g58022,0.627254561,0.52596416,-1.153218721,CBS&M
LOC_Os01g58024,0.865112961,0.229776271,-1.094889232,CBS&M
LOC_Os01g58038,0.893133921,0.187257817,-1.080391739,CBS&M
LOC_Os01g58039,0.833533862,0.275270623,-1.108804485,CBS&M
LOC_Os01g58049,0.776702049,0.351615491,-1.128317541,CBS&M
LOC_Os01g58890,0.916440162,0.150140891,-1.066581053,CBS&M
LOC_Os01g59020,0.41365782,0.72680132,-1.14045914,CBS&M
LOC_Os01g59060,0.597768778,0.556688147,-1.154456926,CBS&M
LOC_Os01g59080,0.799862658,0.321293183,-1.121155841,CBS&M
LOC_Os01g59150,0.777888406,0.350087068,-1.127975475,CBS&M
LOC_Os01g60230,0.831239848,0.278483984,-1.109723833,CBS&M
LOC_Os01g60730,0.6304214,0.522599925,-1.153021325,CBS&M
LOC_Os01g60830,0.810371169,0.307186458,-1.117557627,CBS&M
LOC_Os01g61120,0.800316746,0.320688233,-1.121004979,CBS&M
LOC_Os01g61230,0.659796035,0.490773594,-1.150569629,CBS&M
LOC_Os01g61400,0.710802338,0.432678794,-1.143481132,CBS&M
LOC_Os01g61670,0.443194251,0.701811853,-1.145006104,CBS&M
LOC_Os01g61760,0.921965027,0.141085063,-1.06305009,CBS&M
LOC_Os01g62060,0.583123284,0.571557949,-1.154681232,CBS&M
LOC_Os01g62070,0.635891766,0.516758403,-1.15265017,CBS&M
LOC_Os01g62440,0.908152434,0.163535609,-1.071688043,CBS&M
LOC_Os01g62460,0.690207947,0.456587827,-1.146795774,CBS&M
LOC_Os01g62840,0.665806754,0.484119282,-1.149926036,CBS&M
LOC_Os01g63050,0.807339081,0.311279903,-1.118618984,CBS&M
LOC_Os01g63270,0.480964576,0.66864081,-1.149605386,CBS&M
LOC_Os01g63620,0.767660708,0.363178868,-1.130839576,CBS&M
LOC_Os01g63990,0.737000792,0.401319306,-1.138320098,CBS&M
LOC_Os01g64270,0.855762002,0.243500818,-1.09926282,CBS&M
LOC_Os01g64540,0.3471711,0.780146158,-1.127317258,CBS&M
LOC_Os01g64960,0.666940278,0.482858838,-1.149799116,CBS&M
LOC_Os01g65650,0.822069564,0.291212486,-1.113282049,CBS&M
LOC_Os01g65880,0.875316884,0.214541883,-1.089858767,CBS&M
LOC_Os01g65902,0.625364328,0.527966153,-1.153330481,CBS&M
LOC_Os01g65920,0.127827245,0.929940062,-1.057767307,CBS&M
LOC_Os01g66000,0.828782633,0.281912862,-1.110695496,CBS&M
LOC_Os01g66170,0.784870311,0.341038734,-1.125909045,CBS&M
LOC_Os01g66980,0.817748515,0.297146651,-1.114895167,CBS&M
LOC_Os01g67120,0.845857178,0.257802067,-1.103659245,CBS&M
LOC_Os01g67220,0.729010014,0.411000183,-1.140010197,CBS&M
LOC_Os01g67720,0.806138735,0.312895195,-1.11903393,CBS&M
LOC_Os01g68020,0.355338201,0.773804006,-1.129142207,CBS&M
LOC_Os01g68450,0.775345394,0.353360123,-1.128705517,CBS&M
LOC_Os01g68480,0.768416512,0.362217928,-1.13063444,CBS&M
LOC_Os01g68770,0.594443684,0.560086463,-1.154530147,CBS&M
LOC_Os01g69030,0.884415531,0.200720595,-1.085136126,CBS&M
LOC_Os01g69060,0.784032612,0.342129216,-1.126161828,CBS&M
LOC_Os01g69950,0.845381076,0.258483542,-1.103864618,CBS&M
LOC_Os01g70210,0.890689535,0.191054568,-1.081744103,CBS&M
LOC_Os01g70400,0.764343868,0.367383827,-1.131727695,CBS&M
LOC_Os01g70950,0.857993713,0.24024532,-1.098239033,CBS&M
LOC_Os01g71190,0.842161898,0.263077296,-1.105239193,CBS&M
LOC_Os01g72205,0.877611955,0.211077045,-1.088689,CBS&M
LOC_Os01g72800,0.875745007,0.213896637,-1.089641644,CBS&M
LOC_Os01g72950,0.803249565,0.316771071,-1.120020636,CBS&M
LOC_Os01g73450,0.903968834,0.17021351,-1.074182344,CBS&M
LOC_Os01g73910,0.661923581,0.488423881,-1.150347463,CBS&M
LOC_Os01g74190,0.336435374,0.788395312,-1.124830686,CBS&M
LOC_Os01g74650,0.434229076,0.709483451,-1.143712526,CBS&M
LOC_Os02g01150,0.840999124,0.264730585,-1.105729709,CBS&M
LOC_Os02g01340,0.806167424,0.312856623,-1.119024047,CBS&M
LOC_Os02g01590,0.62111239,0.532453028,-1.153565418,CBS&M
LOC_Os02g02000,0.834698078,0.273635287,-1.108333365,CBS&M
LOC_Os02g02520,0.909628486,0.161166287,-1.070794773,CBS&M
LOC_Os02g03010,0.81255164,0.304230953,-1.116782593,CBS&M
LOC_Os02g03260,0.677573899,0.470947704,-1.148521603,CBS&M
LOC_Os02g03330,0.756676347,0.377029736,-1.133706083,CBS&M
LOC_Os02g03670,0.831808325,0.27768879,-1.109497114,CBS&M
LOC_Os02g03710,0.520969091,0.631952234,-1.152921325,CBS&M
LOC_Os02g03720,0.826963608,0.284442543,-1.111406151,CBS&M
LOC_Os02g03740,0.816133131,0.299354832,-1.115487963,CBS&M
LOC_Os02g04330,0.76570152,0.365665029,-1.131366549,CBS&M
LOC_Os02g04460,0.642770059,0.509358607,-1.152128665,CBS&M
LOC_Os02g04510,0.778300684,0.349555306,-1.12785599,CBS&M
LOC_Os02g06300,0.782496775,0.344125054,-1.126621829,CBS&M
LOC_Os02g07110,0.813362413,0.303129464,-1.116491877,CBS&M
LOC_Os02g07160,0.813755349,0.30259514,-1.116350489,CBS&M
LOC_Os02g07360,0.834939307,0.273296055,-1.108235363,CBS&M
LOC_Os02g07740,0.761681733,0.370744593,-1.132426326,CBS&M
LOC_Os02g08150,0.848101856,0.254581839,-1.102683694,CBS&M
LOC_Os02g09150,0.861471396,0.235147381,-1.096618777,CBS&M
LOC_Os02g09510,0.704483516,0.440082186,-1.144565702,CBS&M
LOC_Os02g09590,0.797742552,0.324112206,-1.121854758,CBS&M
LOC_Os02g09750,0.778140439,0.349762031,-1.127902469,CBS&M
LOC_Os02g10120,0.74069526,0.39680809,-1.13750335,CBS&M
LOC_Os02g10350,0.6639193,0.486214153,-1.150133453,CBS&M
LOC_Os02g10390,0.566365568,0.588265741,-1.154631309,CBS&M
LOC_Os02g11110,0.652792073,0.498465699,-1.151257772,CBS&M
LOC_Os02g11640,0.869663324,0.223016556,-1.09267988,CBS&M
LOC_Os02g12790,0.905351453,0.168012649,-1.073364102,CBS&M
LOC_Os02g13170,0.659030386,0.49161769,-1.150648077,CBS&M
LOC_Os02g13560,-0.084952768,1.039766347,-0.954813579,CBS&M
LOC_Os02g13970,0.750712733,0.38446124,-1.135173973,CBS&M
LOC_Os02g15540,0.837067506,0.270297498,-1.107365004,CBS&M
LOC_Os02g15660,0.867006317,0.226970183,-1.0939765,CBS&M
LOC_Os02g15750,0.779151438,0.348456988,-1.127608427,CBS&M
LOC_Os02g17650,0.919101603,0.145791402,-1.064893005,CBS&M
LOC_Os02g17920,0.821806968,0.291574259,-1.113381228,CBS&M
LOC_Os02g18450,0.840624916,0.265261982,-1.105886898,CBS&M
LOC_Os02g22100,0.805324677,0.313988988,-1.119313665,CBS&M
LOC_Os02g22260,0.845280699,0.25862715,-1.103907848,CBS&M
LOC_Os02g24612,0.836063649,0.271713187,-1.107776836,CBS&M
LOC_Os02g24614,0.280605204,0.829720872,-1.110326076,CBS&M
LOC_Os02g24636,0.814055504,0.302186763,-1.116242266,CBS&M
LOC_Os02g24642,0.710031569,0.433585115,-1.143616684,CBS&M
LOC_Os02g27030,0.578592672,0.576106974,-1.154699647,CBS&M
LOC_Os02g27490,0.689400493,0.457512457,-1.146912949,CBS&M
LOC_Os02g30320,0.7159204,0.426637459,-1.142557858,CBS&M
LOC_Os02g30630,0.733622661,0.405424607,-1.139047268,CBS&M
LOC_Os02g31070,0.813038501,0.303569685,-1.116608186,CBS&M
LOC_Os02g32250,0.871254449,0.220640071,-1.09189452,CBS&M
LOC_Os02g32469,0.762116386,0.37019673,-1.132313117,CBS&M
LOC_Os02g32730,0.913828312,0.154386394,-1.068214706,CBS&M
LOC_Os02g33010,0.810034793,0.307641516,-1.117676309,CBS&M
LOC_Os02g33020,0.81857313,0.296017287,-1.114590417,CBS&M
LOC_Os02g33330,0.653524064,0.497664874,-1.151188938,CBS&M
LOC_Os02g33450,0.785335185,0.340433004,-1.125768189,CBS&M
LOC_Os02g33500,0.696655983,0.449169865,-1.145825848,CBS&M
LOC_Os02g33710,0.660255884,0.490266247,-1.150522131,CBS&M
LOC_Os02g34810,0.793992531,0.329076661,-1.123069193,CBS&M
LOC_Os02g34860,0.450311324,0.695667222,-1.145978546,CBS&M
LOC_Os02g35090,0.791725565,0.332064393,-1.123789958,CBS&M
LOC_Os02g35190,0.17331283,0.90201542,-1.07532825,CBS&M
LOC_Os02g35620,0.730126126,0.409654228,-1.139780354,CBS&M
LOC_Os02g35630,0.785474915,0.340250856,-1.125725771,CBS&M
LOC_Os02g35900,0.753675376,0.380777036,-1.134452412,CBS&M
LOC_Os02g36570,0.74488769,0.391661349,-1.136549039,CBS&M
LOC_Os02g36590,0.4583361,0.68868053,-1.147016629,CBS&M
LOC_Os02g37030,0.672861647,0.476245559,-1.149107206,CBS&M
LOC_Os02g37060,0.759726572,0.373204873,-1.132931445,CBS&M
LOC_Os02g37600,0.74289008,0.394117333,-1.137007413,CBS&M
LOC_Os02g38020,0.604715046,0.549546102,-1.154261147,CBS&M
LOC_Os02g38210,0.361904164,0.76866312,-1.130567284,CBS&M
LOC_Os02g38820,0.773421271,0.355828692,-1.129249963,CBS&M
LOC_Os02g39160,0.691293981,0.455342693,-1.146636674,CBS&M
LOC_Os02g39570,-0.012527339,1.006204817,-0.993677479,CBS&M
LOC_Os02g39740,0.699970911,0.445332432,-1.145303343,CBS&M
LOC_Os02g40040,0.791573383,0.332264601,-1.123837984,CBS&M
LOC_Os02g40770,0.523230899,0.629828362,-1.153059261,CBS&M
LOC_Os02g42290,0.735665343,0.402944454,-1.138609797,CBS&M
LOC_Os02g42350,0.578582237,0.576117424,-1.154699661,CBS&M
LOC_Os02g42570,0.575664813,0.579034087,-1.1546989,CBS&M
LOC_Os02g42810,0.906315053,0.166475243,-1.072790296,CBS&M
LOC_Os02g42960,0.872064335,0.219427859,-1.091492194,CBS&M
LOC_Os02g44780,0.769533333,0.360796099,-1.130329432,CBS&M
LOC_Os02g44980,0.326029473,0.796296781,-1.122326254,CBS&M
LOC_Os02g45660,0.755474046,0.378532919,-1.134006964,CBS&M
LOC_Os02g46660,0.794119043,0.32890963,-1.123028673,CBS&M
LOC_Os02g46980,0.873245444,0.217656878,-1.090902323,CBS&M
LOC_Os02g47020,0.806063195,0.31299675,-1.119059945,CBS&M
LOC_Os02g47510,0.636195122,0.516433341,-1.152628462,CBS&M
LOC_Os02g47560,0.837730195,0.269361675,-1.10709187,CBS&M
LOC_Os02g48480,0.884785782,0.200153286,-1.084939068,CBS&M
LOC_Os02g48560,0.606426278,0.547777682,-1.15420396,CBS&M
LOC_Os02g49326,0.764883552,0.366700977,-1.131584529,CBS&M
LOC_Os02g49440,0.836104512,0.271655605,-1.107760117,CBS&M
LOC_Os02g49680,0.774144255,0.354901932,-1.129046187,CBS&M
LOC_Os02g49870,0.787851716,0.337146817,-1.124998532,CBS&M
LOC_Os02g49880,0.525179127,0.627994606,-1.153173733,CBS&M
LOC_Os02g49970,0.589368549,0.565248011,-1.15461656,CBS&M
LOC_Os02g50010,0.83936607,0.267047225,-1.106413295,CBS&M
LOC_Os02g50560,0.795318741,0.327324129,-1.12264287,CBS&M
LOC_Os02g50620,0.295299208,0.81909689,-1.114396098,CBS&M
LOC_Os02g50840,0.761197537,0.37135451,-1.132552047,CBS&M
LOC_Os02g51020,0.803289927,0.316717041,-1.120006968,CBS&M
LOC_Os02g51070,0.416168193,0.724709035,-1.140877228,CBS&M
LOC_Os02g51080,0.767732493,0.363087644,-1.130820137,CBS&M
LOC_Os02g51410,0.793756543,0.329388149,-1.123144692,CBS&M
LOC_Os02g51450,0.750516191,0.384705117,-1.135221309,CBS&M
LOC_Os02g51470,0.809154499,0.308831292,-1.117985791,CBS&M
LOC_Os02g51820,0.784563729,0.341437984,-1.126001713,CBS&M
LOC_Os02g52260,0.878832486,0.209228572,-1.088061058,CBS&M
LOC_Os02g52390,0.859524461,0.238005152,-1.097529612,CBS&M
LOC_Os02g52620,0.560617535,0.593922886,-1.154540421,CBS&M
LOC_Os02g52650,0.82262697,0.29044406,-1.11307103,CBS&M
LOC_Os02g52744,0.691730447,0.454841802,-1.14657225,CBS&M
LOC_Os02g53530,0.832951317,0.276087752,-1.109039069,CBS&M
LOC_Os02g53860,0.716295989,0.42619252,-1.142488509,CBS&M
LOC_Os02g54510,0.723526222,0.417584279,-1.141110501,CBS&M
LOC_Os02g54730,0.704069233,0.440565464,-1.144634696,CBS&M
LOC_Os02g54980,0.803806526,0.316025217,-1.119831743,CBS&M
LOC_Os02g55120,0.765763005,0.365587111,-1.131350116,CBS&M
LOC_Os02g55140,0.106103901,0.942717336,-1.048821237,CBS&M
LOC_Os02g55420,0.442347067,0.70254006,-1.144887128,CBS&M
LOC_Os02g55630,0.713956249,0.428960712,-1.142916962,CBS&M
LOC_Os02g56200,0.905293714,0.168104678,-1.073398392,CBS&M
LOC_Os02g56250,0.60384546,0.550443386,-1.154288846,CBS&M
LOC_Os02g57020,0.728222371,0.411948821,-1.140171192,CBS&M
LOC_Os02g57030,0.843397173,0.26131745,-1.104714623,CBS&M
LOC_Os02g57160,0.901720146,0.17378029,-1.075500436,CBS&M
LOC_Os02g57280,0.821538141,0.291944465,-1.113482606,CBS&M
LOC_Os02g57290,0.920781677,0.143033412,-1.06381509,CBS&M
LOC_Os02g57620,-0.031045478,1.01516124,-0.984115763,CBS&M
LOC_Os02g57660,0.670094173,0.47934247,-1.149436643,CBS&M
LOC_Os02g57670,0.730149549,0.40962596,-1.139775508,CBS&M
LOC_Os02g57760,0.651570604,0.499800436,-1.15137104,CBS&M
LOC_Os02g58310,0.815341197,0.30043536,-1.115776557,CBS&M
LOC_Os02g58790,0.903739774,0.170577553,-1.074317327,CBS&M
LOC_Os03g01014,0.725860342,0.414787692,-1.140648033,CBS&M
LOC_Os03g01570,0.615840171,0.537985148,-1.153825318,CBS&M
LOC_Os03g01750,0.7543878,0.379888847,-1.134276647,CBS&M
LOC_Os03g01920,0.898854636,0.178302924,-1.07715756,CBS&M
LOC_Os03g01940,0.653342327,0.497863767,-1.151206095,CBS&M
LOC_Os03g02020,0.820193429,0.293793941,-1.11398737,CBS&M
LOC_Os03g02590,0.795357991,0.32727221,-1.122630201,CBS&M
LOC_Os03g03360,0.842074026,0.263202346,-1.105276372,CBS&M
LOC_Os03g03640,0.817019487,0.298143898,-1.115163385,CBS&M
LOC_Os03g03670,0.757231444,0.376334876,-1.13356632,CBS&M
LOC_Os03g03720,0.737738151,0.400420737,-1.138158888,CBS&M
LOC_Os03g03910,0.816748561,0.298514212,-1.115262773,CBS&M
LOC_Os03g03949,0.723952313,0.417074411,-1.141026724,CBS&M
LOC_Os03g04169,0.408765685,0.730862025,-1.139627709,CBS&M
LOC_Os03g04440,0.850238787,0.251504952,-1.101743738,CBS&M
LOC_Os03g04610,0.821287791,0.292289084,-1.113576875,CBS&M
LOC_Os03g04680,0.407124749,0.732219159,-1.139343908,CBS&M
LOC_Os03g04710,0.810992367,0.306345467,-1.117337834,CBS&M
LOC_Os03g04770,0.759967126,0.372902534,-1.13286966,CBS&M
LOC_Os03g05310,0.89095035,0.190650289,-1.081600639,CBS&M
LOC_Os03g06230,0.746185382,0.390062294,-1.136247676,CBS&M
LOC_Os03g07300,0.779632883,0.347834849,-1.127467732,CBS&M
LOC_Os03g07370,0.803852537,0.315963573,-1.11981611,CBS&M
LOC_Os03g07380,0.828399147,0.282446779,-1.110845926,CBS&M
LOC_Os03g07960,0.887588659,0.195846022,-1.083434681,CBS&M
LOC_Os03g08070,0.912022173,0.157309113,-1.069331286,CBS&M
LOC_Os03g08270,0.762734637,0.369416875,-1.132151512,CBS&M
LOC_Os03g10080,0.676524338,0.472130399,-1.148654737,CBS&M
LOC_Os03g10180,0.63832598,0.514146651,-1.152472631,CBS&M
LOC_Os03g11230,0.673083338,0.475997016,-1.149080354,CBS&M
LOC_Os03g11780,0.750761486,0.384400735,-1.13516222,CBS&M
LOC_Os03g11900,-0.021299224,1.010479476,-0.989180252,CBS&M
LOC_Os03g11960,0.879904994,0.207600899,-1.087505893,CBS&M
LOC_Os03g12020,0.911172026,0.158681155,-1.069853181,CBS&M
LOC_Os03g12160,0.369761178,0.762461748,-1.132222926,CBS&M
LOC_Os03g12250,0.126734307,0.930591503,-1.05732581,CBS&M
LOC_Os03g12550,0.581838933,0.572849942,-1.154688876,CBS&M
LOC_Os03g12660,0.778919353,0.348756743,-1.127676096,CBS&M
LOC_Os03g12700,0.79486729,0.327921091,-1.122788381,CBS&M
LOC_Os03g12890,0.906174502,0.166699672,-1.072874174,CBS&M
LOC_Os03g13010,0.82723251,0.284069047,-1.111301557,CBS&M
LOC_Os03g13820,0.849104777,0.25313914,-1.102243917,CBS&M
LOC_Os03g14040,0.840027854,0.266109169,-1.106137023,CBS&M
LOC_Os03g14510,0.765301741,0.366171495,-1.131473235,CBS&M
LOC_Os03g15870,0.847927177,0.254832866,-1.102760043,CBS&M
LOC_Os03g16050,0.745057595,0.391452148,-1.136509743,CBS&M
LOC_Os03g16470,0.780907263,0.346185958,-1.127093221,CBS&M
LOC_Os03g16670,0.483971845,0.665939427,-1.149911272,CBS&M
LOC_Os03g17070,0.680319166,0.467846837,-1.148166003,CBS&M
LOC_Os03g17600,0.838570953,0.268172935,-1.106743888,CBS&M
LOC_Os03g17660,0.920514622,0.143472448,-1.063987071,CBS&M
LOC_Os03g18070,0.823991179,0.288560549,-1.112551728,CBS&M
LOC_Os03g18200,0.792044885,0.331644154,-1.123689039,CBS&M
LOC_Os03g19240,0.878799665,0.209278333,-1.088077998,CBS&M
LOC_Os03g19250,0.169888433,0.904173289,-1.074061722,CBS&M
LOC_Os03g19380,0.919915946,0.144455783,-1.06437173,CBS&M
LOC_Os03g19560,0.906741647,0.165793686,-1.072535333,CBS&M
LOC_Os03g19760,0.880483524,0.206721585,-1.087205109,CBS&M
LOC_Os03g20010,0.600216684,0.554177881,-1.154394564,CBS&M
LOC_Os03g20100,0.837519188,0.269659761,-1.107178948,CBS&M
LOC_Os03g20380,0.483171596,0.666659162,-1.149830758,CBS&M
LOC_Os03g20700,0.855974283,0.243191687,-1.09916597,CBS&M
LOC_Os03g21000,0.698709972,0.446794046,-1.145504018,CBS&M
LOC_Os03g21370,0.825480764,0.286499299,-1.111980063,CBS&M
LOC_Os03g21380,0.659174159,0.491459247,-1.150633406,CBS&M
LOC_Os03g21560,0.825775747,0.286090533,-1.111866279,CBS&M
LOC_Os03g21664,0.791268557,0.33266549,-1.123934047,CBS&M
LOC_Os03g21900,0.893903287,0.186059166,-1.079962453,CBS&M
LOC_Os03g22050,0.798626316,0.322938188,-1.121564503,CBS&M
LOC_Os03g22270,0.721554773,0.419939612,-1.141494385,CBS&M
LOC_Os03g22330,0.860259912,0.23692676,-1.097186672,CBS&M
LOC_Os03g22370,0.773602773,0.355596123,-1.129198896,CBS&M
LOC_Os03g22780,0.859515148,0.238018798,-1.097533946,CBS&M
LOC_Os03g22790,0.65011403,0.501389481,-1.151503511,CBS&M
LOC_Os03g23980,0.895075988,0.184228761,-1.079304748,CBS&M
LOC_Os03g24860,0.757101578,0.376497488,-1.133599066,CBS&M
LOC_Os03g24930,0.921614805,0.141662192,-1.063276998,CBS&M
LOC_Os03g25869,0.851431186,0.24978326,-1.101214447,CBS&M
LOC_Os03g27040,0.627312888,0.525902312,-1.1532152,CBS&M
LOC_Os03g28300,0.583927682,0.570747783,-1.154675465,CBS&M
LOC_Os03g29730,0.679016705,0.46931934,-1.148336045,CBS&M
LOC_Os03g31300,0.898223504,0.179295682,-1.077519186,CBS&M
LOC_Os03g31490,0.874923433,0.215134437,-1.09005787,CBS&M
LOC_Os03g32490,0.911846972,0.15759206,-1.069439032,CBS&M
LOC_Os03g34040,0.908121618,0.163584999,-1.071706618,CBS&M
LOC_Os03g36540,0.890002395,0.19211873,-1.082121125,CBS&M
LOC_Os03g36750,0.803599503,0.316302524,-1.119902028,CBS&M
LOC_Os03g37730,0.504881349,0.646904152,-1.151785501,CBS&M
LOC_Os03g37840,0.633378114,0.51944737,-1.152825483,CBS&M
LOC_Os03g37864,-0.03602156,1.017524079,-0.981502519,CBS&M
LOC_Os03g38730,0.789917865,0.334439673,-1.124357537,CBS&M
LOC_Os03g38950,0.659939639,0.490615189,-1.150554827,CBS&M
LOC_Os03g39610,0.691593308,0.454999214,-1.146592522,CBS&M
LOC_Os03g39830,0.730455035,0.409257203,-1.139712237,CBS&M
LOC_Os03g41080,0.769053937,0.361406696,-1.130460633,CBS&M
LOC_Os03g41330,0.36042643,0.769823412,-1.130249841,CBS&M
LOC_Os03g41510,0.772284526,0.357283898,-1.129568425,CBS&M
LOC_Os03g43430,0.674888494,0.473970653,-1.148859147,CBS&M
LOC_Os03g44210,0.598084975,0.5563643,-1.154449275,CBS&M
LOC_Os03g44740,0.454404533,0.692111276,-1.14651581,CBS&M
LOC_Os03g45220,0.784816767,0.341108475,-1.125925242,CBS&M
LOC_Os03g45710,0.632382503,0.520510176,-1.152892678,CBS&M
LOC_Os03g47050,0.778760489,0.348961869,-1.127722357,CBS&M
LOC_Os03g47610,0.619104394,0.534564094,-1.153668488,CBS&M
LOC_Os03g48000,0.743773371,0.393032185,-1.136805557,CBS&M
LOC_Os03g48030,0.108294429,0.941445191,-1.04973962,CBS&M
LOC_Os03g48920,0.8401252,0.265971099,-1.106096299,CBS&M
LOC_Os03g49630,0.879150015,0.20874701,-1.087897025,CBS&M
LOC_Os03g49710,0.752235073,0.382570011,-1.134805085,CBS&M
LOC_Os03g49720,0.845673681,0.258064781,-1.103738462,CBS&M
LOC_Os03g49940,0.904682212,0.169078697,-1.073760909,CBS&M
LOC_Os03g50270,0.683628914,0.464094118,-1.147723032,CBS&M
LOC_Os03g50310,0.769400299,0.360965584,-1.130365882,CBS&M
LOC_Os03g50870,0.678270533,0.470161844,-1.148432377,CBS&M
LOC_Os03g51650,-0.011563911,1.005731808,-0.994167897,CBS&M
LOC_Os03g51920,0.895383495,0.183748114,-1.079131608,CBS&M
LOC_Os03g51930,0.700263131,0.444993369,-1.145256499,CBS&M
LOC_Os03g51950,0.839468037,0.266902757,-1.106370794,CBS&M
LOC_Os03g51960,0.871946931,0.219603694,-1.091550625,CBS&M
LOC_Os03g52010,0.698396029,0.447157585,-1.145553613,CBS&M
LOC_Os03g52130,0.805876571,0.313247594,-1.119124165,CBS&M
LOC_Os03g52170,0.896441389,0.182092423,-1.078533813,CBS&M
LOC_Os03g52460,0.840992082,0.264740589,-1.105732671,CBS&M
LOC_Os03g52660,0.751060224,0.384029896,-1.135090119,CBS&M
LOC_Os03g52840,0.782020396,0.344743209,-1.126763605,CBS&M
LOC_Os03g53300,0.807981254,0.310414524,-1.118395778,CBS&M
LOC_Os03g55030,0.894835029,0.184605194,-1.079440223,CBS&M
LOC_Os03g55090,0.896374906,0.182196574,-1.07857148,CBS&M
LOC_Os03g55530,0.835423862,0.272614244,-1.108038106,CBS&M
LOC_Os03g55720,0.826711973,0.28479191,-1.111503883,CBS&M
LOC_Os03g55776,0.916435077,0.150149178,-1.066584255,CBS&M
